Epoch,Generator Loss Mean,Discriminator Loss Mean,Train Elapsed Time
1,3.1465825142386632,0.4708157803691054,57.9434377
2,170.3630690173460778,393.5925347857041743,58.9586374
3,53.4892327124491729,0.7785657488290244,59.5480541
4,40.6718167253793794,1.4374308869986727,59.4036412
5,20.7238126557606925,0.0190813414587981,59.2527784
6,14.5422657563900337,0.0061078608271670,59.3809714
7,50.4339505311770324,9.2614544163960737,60.3419410
8,32.7526975556825946,0.5288498817822890,60.0587889
9,23.5677517125239753,0.0328974947517479,59.6186306
10,60.8643159682934112,1.3319827443360504,59.5513287
11,58.5826981144073713,2.1773474801106296,59.5740472
12,54.0285380612581179,0.6683544789741459,59.6091412
13,89.5607468073184663,1.8103671750624273,59.7133178
14,72.2343856646464388,0.4923024484109052,59.5280318
15,83.5728899332193294,0.1787639223746924,59.6174138
