Epoch,Generator Loss Mean,Discriminator Loss Mean,Train Elapsed Time
1,0.4386091756787896,2.0446126721668243,56.8222841
2,0.0733294716025144,1.9499659391784667,56.9594154
3,0.0662027885938436,1.9669882097244262,57.9820152
4,0.0599979529853165,1.9656693856430054,59.2875263
5,0.0510644539957494,1.9546778146743775,59.1132217
6,0.0497457355136424,1.9399205674743651,59.0452000
7,0.0517686437064409,1.9185402331161499,59.3446112
8,0.0492727325247228,1.9091184273529054,59.0626565
9,0.0503195435296744,1.9023059652709962,59.3367810
10,0.0484748873672634,1.8856149744033814,59.1604802
11,0.0460443272346258,1.8806903852081298,59.2140562
12,0.0462857861616462,1.8741009059524536,59.1191081
13,0.0459913538447022,1.8714330500411986,59.1784011
14,0.0433030349582434,1.8780279660797119,59.1792145
15,0.0420065756484866,1.8759446972274780,59.2998694
16,0.0434931605361402,1.8738793322372436,59.4011688
