Epoch,Generator Loss Mean,Discriminator Loss Mean,Train Elapsed Time
1,0.5383540984431210,2.4384671620642528,73.3460112
2,0.0681310070660682,2.0385189071679726,75.0213724
3,0.0710533927985801,1.9358964187976642,75.9025819
4,0.0852554615867587,1.8273801990808585,76.2274360
5,0.0619330635139098,1.9248549514091933,76.6222435
6,0.0535496497535720,1.9641304107812734,76.8384695
7,0.0517817625614743,1.9563075181765435,76.9508788
8,0.0568562336982443,1.9274902458374317,77.0344998
9,0.0651515755169571,1.9469012648631365,77.0861883
10,0.0456876929831476,1.9398271151078053,77.1363289
11,0.0625483214941759,1.9388875296482673,77.1610714
12,0.0466085836539069,1.9140137063387113,77.1907872
13,0.0763924304270544,1.8912031948566437,77.4546420
14,0.0624814533049432,1.8776650019945242,77.4594962
15,0.0546114403748503,1.8829192366355505,77.4891582
