Epoch,Generator Loss Mean,Discriminator Loss Mean,Train Elapsed Time
1,4.8447520215924600,2.8623426823019980,42.3199811
2,0.2880543422765331,2.0283669526576995,42.7438069
3,0.1302832340871682,2.0268637800216673,43.0838391
4,0.2259832154855539,2.0299157366752625,43.3407228
5,0.2991106775271474,2.0098589429855345,43.4594939
6,0.7901775893277955,1.7541016937494278,43.5203429
7,-0.0629334245605860,1.9402797493934631,43.6304014
8,-0.1122261702399701,1.9872118635177611,43.6885178
9,-0.0204364623143338,1.9899244599342347,43.7259015
10,0.0880707793501206,1.9939321346282959,43.7397891
11,0.1181071689913515,1.9962448787689209,43.7719969
12,0.1531077522267587,2.0020534231662750,43.7675757
13,0.1836876701496949,2.0032294576168059,43.7788971
14,0.2447549118797760,2.0009631948471069,43.7279820
15,0.2283333336751384,1.9977880253791809,43.6970340
16,0.2342879151363159,1.9952312848567963,43.6631475
17,0.2260699888325762,1.9881664187908172,43.6213077
18,0.2452132305600681,1.9900430216789247,43.6226358
19,0.2586878929539816,1.9874670405387878,43.5989020
20,0.2884368159347214,1.9826642777919770,43.5797159
21,0.2937635495346039,1.9754397037029265,43.6183170
22,0.3019464043204207,1.9775961101055146,43.5343796
23,0.3095392313356697,1.9737531406879425,43.5373747
24,0.3136580409843009,1.9736773419380187,43.5363602
25,0.3328394035627134,1.9725052394866944,43.4792027
26,0.3268282292090007,1.9655142495632172,43.4922905
27,0.3267246913671261,1.9634824206829071,43.4993422
28,0.3241939399405382,1.9643416919708252,43.4956146
29,0.3622513830680400,1.9633990538120270,43.4973995
30,0.3224132581644226,1.9598754031658172,43.5203366
31,0.3185759540997096,1.9484077007770539,43.5335184
32,0.3709451139646117,1.9512775847911834,43.5199098
33,0.3606292485790327,1.9517672779560089,43.5788670
34,0.3437313535190187,1.9566726357936859,43.5896729
35,0.3398095210026950,1.9508024461269378,43.6081787
36,0.3606993182131555,1.9411984319686890,43.6285840
37,0.3564486762196175,1.9509955320358277,43.7122089
38,0.3852968625095673,1.9535352363586427,43.7380024
39,0.3640668486114592,1.9512445502281188,43.7581132
40,0.3543659529522993,1.9501926479339600,43.7562616
41,0.3823265244923532,1.9450732843875884,43.7702519
42,0.3620096229736228,1.9440374553203583,43.7759064
43,0.3863491314840503,1.9397057700157165,43.7265733
44,0.3963580335704610,1.9254382116794586,43.6847195
45,0.4162351350951940,1.9245031278133393,43.6957263
46,0.4207276084488258,1.9191573879718780,43.6874934
47,0.4282847202629782,1.9174894292354583,43.6902240
48,0.4293167184577323,1.9153487749099731,43.6957074
49,0.4273859071128536,1.9133929319381713,43.7043083
50,0.4209511898851488,1.9062443215847016,43.7031692
