Epoch,Generator Loss Mean,Discriminator Loss Mean,Train Elapsed Time
1,18.9286625381074849,7.6906859898567204,110.5960086
2,0.7344483131468296,1.7623963432312011,111.5299404
3,0.6259668740034831,1.9571368179321289,111.6696023
4,0.5379458279649844,1.9622622742652893,111.7983641
5,0.4809618369049276,1.9592242653369905,111.9307838
6,0.4573762241741642,1.9630709927082062,111.9288142
7,0.4657443042681553,1.9323698294162750,111.9021139
8,0.4695952688739635,1.9323874740600586,111.8915378
9,0.4791954761981033,1.9547416398525237,111.8357545
10,0.4312617100942880,1.9331949334144591,111.5722256
11,0.4614510230831802,1.9208796923160554,111.5340784
12,270673.4247938810149208,89697.6204462235036772,111.6103757
13,4456.8558803241248825,2522.1963947830199686,111.5559344
14,650.7814571218490300,664.7113697180748204,111.6919816
15,1585.9890513076782099,848.4309893509149560,111.6796465
16,589.2282372721135744,369.8424362437725108,111.8484347
17,262.8127535804509876,210.7402587342262166,111.7615330
18,975.9148573993444415,274.4066953761764012,111.6026462
