Epoch,Generator Loss Mean,Discriminator Loss Mean,Train Elapsed Time
1,4.6827397751808171,8.6349518263339995,67.5017732
2,0.6974386375769973,2.3641910076141359,68.5613551
3,0.3655356695130467,2.3751893997192384,69.3222008
4,0.4792632454633713,2.0895842266082765,69.6761336
5,0.3065740968286991,2.1744975805282594,69.9172491
6,0.3155264935083688,2.1521609830856323,69.9908847
7,0.6033747586607933,1.9569403195381165,70.1466966
8,0.2250023256242275,2.2532790517807006,70.1195006
9,-0.1768453629314899,1.8825254631042481,69.9378892
10,0.1770868015661836,2.0814426088333131,70.2912775
11,0.2053602527687326,2.1396675968170165,70.2572366
12,-0.0042294870689511,2.1103505229949953,70.3691186
13,0.0406366752833128,1.9998786926269532,70.4237155
