Epoch,Generator Loss Mean,Discriminator Loss Mean,Train Elapsed Time
1,0.2991419098360870,1.9627142412922320,73.9276965
2,0.1133017313889771,1.6895409879776149,75.3667274
3,0.1042412676414153,1.6053630309418225,76.0285577
4,0.0255960232267777,1.8944786916940639,76.4728095
5,0.0284452657767524,1.9934705942869186,76.7126077
6,0.0368190860862318,1.9528148476129923,76.9382771
7,0.0860168858101436,1.9563302118808796,77.2525019
8,0.0347557002887464,1.9612033046208894,77.3128692
9,0.0434351435337120,1.9224550345769296,77.2811483
10,0.0622150373618262,1.9259386746547160,77.1251859
11,0.1217600159341087,1.9201474556556115,77.3441348
12,0.0257013126415236,1.9001920158282304,77.4687393
13,0.0339576225572576,1.8727786739667256,77.5190412
