Epoch,Generator Loss Mean,Discriminator Loss Mean,Train Elapsed Time
1,0.1482938194387033,2.0711145046329498,32.1756778
2,0.0495821998109668,2.0177157701873778,34.7978633
3,0.0435587816334516,2.0205097906875609,36.1664973
4,0.0321848218827322,2.0170133787536622,35.8609113
5,0.0289856799480319,2.0148017067718507,35.7507598
6,0.0264585791752115,2.0071200173568724,32.4229966
7,0.0234049443493783,2.0111660907745361,34.3249168
8,0.0247278041888215,2.0089220742034910,35.8835160
9,0.0203722921493649,2.0091586071777345,35.8251737
10,0.0208917545899749,2.0079537119674682,35.9646227
11,0.0228673796791583,2.0091135348510742,36.0860118
12,0.0170102271488681,2.0077085380172730,36.0033536
13,0.0199656147096306,2.0077987745666506,35.7459488
14,0.0208392678729072,2.0078288308715821,35.9954903
15,0.0194712941746600,2.0053161837768556,36.0907510
16,0.0181090208008513,2.0080944216537477,36.1499781
