Epoch,Generator Loss Mean,Discriminator Loss Mean,Train Elapsed Time
1,9.7773080414328248,9.3557632491589544,59.4072889
2,1.8214335733881364,0.1008894993037057,60.0102617
3,2.3451732591940808,0.0366396308870604,59.9958736
4,2.4906316880996409,0.0301391119133675,59.8212768
5,2.4539668733874955,0.0298585612478909,59.8506050
6,2.4340661226365810,0.0270455245304336,59.8434026
7,2.8657371030212979,0.0315924494680542,59.7823459
8,3.3431900856204524,0.0218466070717999,59.6534258
9,3.5118083701683926,0.0188943569968708,59.6217947
10,4.3659880499427137,0.0146772471806640,59.5442410
11,4.5846185076695223,0.0146360587187607,59.5129603
12,4.2493383418291044,0.0104600324073724,59.4018504
13,5.3325557147081080,0.0150790025590117,59.3266447
