Epoch,Generator Loss Mean,Discriminator Loss Mean,Train Elapsed Time
1,0.7989884374412493,0.6227691577044495,59.1621281
2,1.8090512039951789,0.0885751094939247,59.4705578
3,2.0281097689786782,0.0525134815965990,59.3626890
4,2.3918163779263315,0.0492797530834464,59.4213967
5,2.8101139586323347,0.0356742025385010,59.4936216
6,2.9552401294692969,0.0223615858365356,59.4550343
7,2.5923655974941378,0.0228542567149303,59.3759084
8,3.8113162353252754,0.0176499073940751,59.4487507
9,3.5968357540476017,0.0112349631116185,59.3950716
10,3.9098686591172829,0.0145915835701556,59.3797356
11,4.1947748917035570,0.0124385600320705,59.3863816
12,4.2352712911864119,0.0094551872439413,59.3637807
13,4.0822328330996713,0.0113934283263823,59.3691286
